symbol	hgnc_id	chr	diagnostic_category	coding_sequence_variant	frameshift_variant	inframe_deletion	inframe_insertion	initiator_codon_variant	missense_variant	splice_acceptor_variant	splice_donor_variant	stop_gained	stop_lost	stop_retained_variant	synonymous_variant	PTV_enrichment_p	power_median	s_het	observed_full	expected_full	enrich_all_p_full	enrich_mis_p_full	cluster_p_full	denovoWEST_p_full	observed_ud	expected_ud	enrich_all_p_ud	enrich_mis_p_ud	cluster_p_ud	denovoWEST_p_ud	denovoWEST_p_ud_synmod	gnomad_oe_syn	significant
PRLR	9446	5	none	0	0	0	0	0	0	0	0	0	0	0	1	0.140204832114691	0.62674382486189	0.078382524	0.001	0.226658293876012	1	1	NA	1	0.001	0.177251485661041	1	1	NA	1	NA	NA	0
PRM1	9447	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.026231212408807	0.071384940781573	0.061018451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRM2	9448	16	none	0	0	0	0	0	1	0	0	0	0	0	0	0.034291223402173	0.038027195408283	0.027706606	0.117141304735848	0.071662821708725	0.223627808331652	0.172062785853571	NA	0.223627808331652	NA	NA	NA	NA	NA	NA	NA	NA	0
PRM3	13732	16	none	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0.647014278390574	0.034365130277735	0.008927573562437	1	NA	0.008927573562437	0.647014278390574	0.026874244451853	0.006986470924733	1	NA	0.006986470924733	NA	NA	0
PRMT1	5187	19	none	0	0	0	0	0	2	0	0	0	0	0	0	0.102029840565276	0.341358723750863	0.219756042	1.39046990567894	0.690600939589197	0.164955071057461	0.124006361071609	0.903241096758903	0.164955071057461	0.583923705678945	0.540064254644293	0.457206781309308	0.412750873559499	NA	0.457206781309308	NA	NA	0
PRMT2	5186	21	none	0	0	0	0	0	2	0	0	0	0	0	2	0.125851648182296	0.525283281612965	0.053569774	0.31426119670007	0.299753524452384	0.3513601849537	0.236405149500914	0.35983864016136	0.294700721041101	0.31326119670007	0.234413471630482	0.262365932720993	0.16296008053255	0.35982864017136	0.224956361536846	NA	NA	0
PRMT3	30163	11	none	0	0	0	0	0	0	0	0	1	0	0	0	0.011120287453784	0.660281673249684	0.007902121	0.4627998	0.25755903274917	0.199131668999032	1	NA	0.199131668999032	0.4627998	0.201416504198977	0.140991983734665	1	NA	0.140991983734665	NA	NA	0
PRMT5	10894	14	none	0	0	0	0	0	2	0	0	0	0	0	1	0.182298930713929	0.844054679601961	0.08623145	0.344545344756589	0.39942964302223	1	0.334873485904153	0.167111832888167	0.21730310201925	0.344545344756589	0.31236226317612	0.353897680852897	0.239282718288532	0.165764834235166	0.16767420599692	NA	NA	0
PRMT6	18241	1	none	0	0	0	0	0	2	0	0	0	0	0	0	0.091353331169632	0.447046579499596	0.016740058	0.206692605884584	0.244407270905938	1	0.382795127820168	0.873157126842873	0.700532594915542	0.09808399670007	0.19113155373055	1	1	NA	1	NA	NA	0
PRMT7	25557	16	none	0	0	0	0	0	2	0	0	1	0	0	2	0.018002791416703	0.848944773907301	0.007835126	1.0801147	0.429344596435711	0.061918088454057	0.21280076923422	0.113274886725113	0.061918088454057	1.0801147	0.335756377043935	0.03287297593704	0.140344440254489	0.112682887317113	0.03287297593704	NA	NA	0
PRMT8	5188	12	none	0	0	0	0	0	2	0	0	0	0	0	2	0.101780477150797	0.339425672730253	0.109144425	0.21120554989325	0.386814159370642	1	1	0.964833035166965	0.999374263494867	0.11312155319318	0.302496693373499	1	1	NA	1	NA	NA	0
PRMT9	25099	4	none	0	0	0	0	0	3	0	0	0	0	0	0	0.186807630121198	0.859903011877684	0.010475813	0.569183460620311	0.387716078958431	0.266181931848193	0.136084445320077	0.394750605249395	0.210793959197585	0.2165694	0.303202013192813	1	0.438331815806483	NA	1	NA	NA	0
PRND	15748	20	none	0	0	0	0	0	1	0	0	0	0	0	0	0.039746501122932	0.059515389918393	0.00614454	0.09808399670007	0.072021114152896	0.346289986240929	0.310857136088296	NA	0.346289986240929	0.09808399670007	0.056322004654052	0.282823806940252	0.252588967084501	NA	0.282823806940252	NA	NA	0
PRNP	9449	20	none	0	0	0	0	0	0	0	0	0	0	0	1	0.05899812934087	0.175544913347006	0.022690233	0.001	0.133609914950054	1	1	NA	1	0.001	0.104485723945744	1	1	NA	1	NA	NA	0
PRNT	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.017224947363823	0.025255767750751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PROB1	41906	5	none	0	0	0	0	0	2	0	0	0	0	0	1	0.206413198882685	0.831850181819358	NA	0.5433604	0.679718107676736	1	0.449805381589125	0.001358998641001	0.005134761037265	0.5433604	0.531553654428891	0.417113785029375	0.300391382576505	0.001411998588001	0.003717871477999	NA	NA	0
PROC	9451	2	none	0	0	0	0	0	5	0	0	0	0	0	1	0.120239715509527	0.482954939797065	0.026112149	1.03981866343888	0.286839344021006	0.021247478674726	0.001734049741957	0.575333424666575	0.007891566117554	1.03981866343888	0.22431431475247	0.011059317327637	0.000597382490136	0.575194424805575	0.003084253078328	NA	NA	0
PROCA1	28600	17	none	0	0	0	0	0	1	0	0	0	0	0	0	0.082213827453867	0.367768461199339	0.008663251	0.117982316045206	0.147464207082065	1	0.309496067666492	NA	1	0.117982316045206	0.115320067667243	0.310919549513126	0.244165725301313	NA	0.310919549513126	NA	NA	0
PROCR	9452	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.060215496630575	0.184634959956415	0.012918395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRODH	9453	22	none	0	0	0	0	0	2	0	0	0	0	0	0	0.157553773993221	0.731848277975567	NA	0.5553213	0.369571637533357	0.242451236818058	0.119963334606583	0.067472932527068	0.047081160220601	0.5553213	0.289012683766186	0.168079536551368	0.070810278334924	0.067202932797067	0.030206961694993	NA	NA	0
PRODH2	17325	19	none	0	0	0	0	0	1	0	0	0	0	0	1	0.151512941882117	0.697673828213048	NA	0.2938024	0.292255978059345	0.397190589493723	0.279956284663256	NA	0.397190589493723	0.001	0.228550234886516	1	1	NA	1	NA	NA	0
PROK1	18454	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.032879790147921	0.03335328276291	0.00359504	0.09808399670007	0.060935842967261	0.25503793848296	0.219867073813293	NA	0.25503793848296	0.09808399670007	0.047653092729372	0.205662214155967	0.176482208699933	NA	0.205662214155967	NA	NA	0
PROK2	18455	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.035914382985428	0.043851590338368	0.050947551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PROKR1	4524	2	none	0	0	0	0	0	0	0	0	0	0	0	0	0.072180706015812	0.281125815999687	0.00185876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PROKR2	15836	20	none	0	0	0	0	0	1	0	0	0	0	0	0	0.072262491159615	0.281818978794238	0.010605367	0.231162	0.19642687058717	0.358209216573514	0.31392906231531	NA	0.358209216573514	0.231162	0.153609885788563	0.282280440882565	0.2450333997721	NA	0.282280440882565	NA	NA	0
PROM1	9454	4	none	0	0	0	0	0	3	0	0	0	0	0	0	0.23575885393089	0.916736060756954	0.004780109	0.294251990100209	0.388887151777828	1	0.340182925155622	0.352753647246353	0.374433251812548	0.294251990100209	0.304117816420244	1	0.247305030960104	0.353895646104354	0.300709335689511	NA	NA	0
PROM2	20685	2	none	0	0	0	0	0	2	0	1	0	0	0	1	0.026519776776386	0.880689094119995	0.006221016	0.801933070459885	0.360084354227686	0.096741430901796	0.184155746997758	0.053813946186054	0.055637510727508	0.652562539394758	0.281593431498554	0.100285098937662	0.297067972488444	NA	0.100285098937662	NA	NA	0
PROP1	9455	5	none	0	0	0	0	0	0	0	0	0	0	0	2	0.065123263418108	0.222822012373218	0.026821494	0.002	0.105426282337469	1	1	NA	1	0.001	0.082445538843855	1	1	NA	1	NA	NA	0
PRORY	38732	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.060968224284653	0.190336704533482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PROS1	9456	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.164293188548523	0.766806798745006	0.018857347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PROSER1	20291	13	none	0	1	0	0	0	1	0	0	0	0	0	2	0.020172574476098	0.882577114809925	0.069100095	0.747098275090644	0.36445210188979	0.128376047764155	1	NA	0.128376047764155	0.10008399670007	0.285009100737304	1	1	NA	1	NA	NA	0
PROSER2	23728	10	none	0	0	0	0	0	2	0	1	0	0	0	0	0.003706695409301	0.390807320223799	0.008510958	0.596544932794897	0.244242924848547	0.087169440533941	1	0.046138953861046	0.087169440533941	0.498460936094828	0.191003031705889	0.085029587000396	1	NA	0.085029587000396	NA	NA	0
PROSER3	25204	19	none	0	0	0	0	0	3	0	0	0	0	0	0	0.126191602681542	0.527807939557773	NA	0.61304469670007	0.224272868484476	0.092772673002551	0.015370563494193	0.025839974160026	0.003507505189294	0.5149607	0.175386033542114	0.084028031744371	0.019337287444684	0.019086980913019	0.003286554296759	NA	NA	0
PROX1	9459	1	none	0	0	0	0	0	2	0	0	0	0	0	0	0.172364894060377	0.804287166883922	0.186839683	1.13429797871471	0.765519731109998	0.256622883744927	0.142129759610118	0.99015800984199	0.256622883744927	0.32936257871471	0.598652303084541	1	1	NA	1	NA	NA	0
PROX2	26715	14	none	0	0	0	0	0	1	0	0	0	0	0	0	0.085981846999382	0.400605059392846	0.016601274	0.131519240816065	0.237160297458604	1	1	NA	1	0.131519240816065	0.185464270225856	1	0.324252946918479	NA	1	NA	NA	0
PROZ	9460	13	none	0	0	0	0	0	1	0	0	0	0	0	1	0.116930793293628	0.457520960078356	0.005916163	0.09908399670007	0.1602784311126	1	0.598948740676265	NA	1	0.001	0.12534105656716	1	1	NA	1	NA	NA	0
PRPF18	17351	10	none	0	0	0	0	0	3	0	0	0	0	0	0	0.090077053472264	0.436076644232399	0.027926617	0.62388419670007	0.194111021133261	0.071062976237799	0.019524503644787	0.30985769014231	0.036950635248104	0.5258002	0.151798843495546	0.07364932379702	0.033455857541875	0.123521876478124	0.026815432877438	NA	NA	0
PRPF19	17896	11	none	0	0	0	0	0	3	0	0	0	0	0	0	0.132199268687779	0.571532466588421	0.260647133	2.432825	0.895874340792126	0.050598438633061	0.030973031663448	0.713680286319714	0.050598438633061	2.432825	0.700592310810716	0.026014854915792	0.015328832747905	0.714510285489715	0.026014854915792	NA	NA	0
PRPF3	17348	1	none	0	0	0	0	0	6	0	0	0	0	0	0	0.228725612846663	0.900526350579726	0.48532688	2.40745430411933	0.800583156290924	0.027991411897812	0.001738186048855	0.316839683160317	0.004683526713703	1.637677978248	0.626072628630112	0.075064482664707	0.011234911154515	0.723383276616723	0.047239409665038	NA	NA	0
PRPF31	15446	19	none	0	0	0	0	0	2	0	0	0	0	0	0	0.127862308214066	0.540141265314982	0.114368754	0.4529599	0.355011007353128	0.319838883685841	0.240923575805966	0.382313617686382	0.311767425327057	0.4529599	0.277625969044779	0.228544023453638	0.1641391361195	0.381746618253382	0.228544023453638	NA	NA	0
PRPF38A	25930	1	none	0	0	0	0	0	2	0	0	0	0	0	0	0.124782466984982	0.517311314093867	0.182636446	0.824467530638116	0.551206079742214	0.320309826432973	0.190449159541701	0.786095213904786	0.320309826432973	0.824467530638116	0.431054583836013	0.249557934314949	0.141469918663369	0.785929214070786	0.249557934314949	NA	NA	0
PRPF38B	25512	1	none	0	0	0	0	0	0	0	0	1	0	0	0	0.022498880603326	0.824555839075944	0.076329181	0.4430157	0.590751643227836	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
PRPF39	20314	14	none	0	0	0	0	0	1	0	0	0	0	0	0	0.180161080135156	0.836070039278167	0.177797831	0.5444912	0.523012893154606	0.386042432091211	0.222789463848323	NA	0.386042432091211	0.5444912	0.409006927327553	0.299341728468522	0.159012368635181	NA	0.299341728468522	NA	NA	0
PRPF4	17349	9	none	0	0	0	0	0	1	0	0	0	0	0	1	0.167623668879775	0.782846865213145	0.215330893	0.164491243944796	0.625163057865381	1	1	NA	1	0.164491243944796	0.488890474255727	1	1	NA	1	NA	NA	0
PRPF40A	16463	2	none	0	1	0	0	0	5	0	0	1	0	0	0	0.004051022501963	0.96655758809535	0.033741643	2.14201089369904	0.600400966744789	0.005675899754148	0.052177662466247	0.255918744081256	0.005675899754148	1.84104019369904	0.469526005547602	0.006371617800967	0.109110790395542	0.583630416369584	0.006371617800967	NA	NA	0
PRPF40B	25031	12	none	0	0	0	0	0	5	0	0	0	0	0	0	0.250162577160822	0.943192584298815	0.049284816	1.04867990470494	0.572893073262203	0.138170240237803	0.036791342199084	0.914392085607914	0.138170240237803	0.744150204704943	0.448014262457091	0.201263073777873	0.078785301097673	0.828571171428829	0.201263073777873	NA	NA	0
PRPF4B	17346	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.298047782403926	0.986548141420592	0.328079543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRPF6	15860	20	none	0	0	0	0	0	4	0	0	0	0	0	3	0.24966368775351	0.94241216232407	0.036799133	2.43411137335228	1.41701369841029	0.143293585430496	0.100461587279623	0.621294378705621	0.143293585430496	2.43411137335228	1.10813409450027	0.072853821082283	0.049426764140934	0.621263378736622	0.072853821082283	NA	NA	0
PRPF8	17340	17	novel	0	2	0	0	0	19	0	0	1	0	0	7	0.006050029783075	0.999982815514896	0.119450906	12.7467025192211	3.12587808677306	1.30E-07	9.08E-07	0.002518997481003	4.78E-08	10.8271540624399	2.44450148018367	3.31E-07	1.59E-07	0.001624998375002	5.96E-09	8.95E-08	1.249	1
PRPH	9461	12	none	0	0	0	0	0	1	0	0	0	0	0	0	0.132643792902882	0.574695111477369	NA	0.09808399670007	0.501542570611244	1	1	NA	1	0.09808399670007	0.392216689902953	1	1	NA	1	NA	NA	0
PRPH2	9942	6	none	0	1	0	0	0	1	0	0	0	0	0	0	0.003615145766618	0.38175147950007	0.024010288	0.952962478390574	0.210054226196941	0.017755981146466	0.198938616071576	NA	0.017755981146466	0.647014278390574	0.16426676044405	0.058201685379733	1	NA	0.058201685379733	NA	NA	0
PRPS1	9462	X	consensus	0	0	0	0	0	1	0	0	0	0	0	0	0.049814410291633	0.113039579499131	0.233608548	0.708282810251275	0.465008917827608	0.211400384942917	0.157943320542429	NA	0.211400384942917	NA	NA	NA	NA	NA	NA	NA	NA	0
PRPS2	9465	X	none	0	0	0	0	0	1	0	1	0	0	0	0	0.001797934277768	0.178253494526228	0.27327823	1.43081131270522	0.358623562626951	0.061084453247023	0.299306203422566	NA	0.061084453247023	0.635238973062549	0.273149121432931	0.268964829558486	0.236973812016508	NA	0.268964829558486	NA	NA	0
PRPSAP1	9466	17	none	0	0	0	0	0	0	0	0	0	0	0	1	0.096866537543104	0.301673127482443	0.001787364	0.001	0.254525113755724	1	1	NA	1	0.001	0.199043916636584	1	1	NA	1	NA	NA	0
PRPSAP2	9467	17	none	0	0	0	0	0	0	0	0	0	0	0	1	0.087433977743328	0.413221543900847	0.018568821	0.001	0.198029312879497	1	1	NA	1	0.001	0.154863028888442	1	1	NA	1	NA	NA	0
PRR11	25619	17	none	0	0	0	0	0	1	0	0	0	0	0	0	0.111129935085079	0.412394261157217	0.00910451	0.112808496827341	0.152984304808886	1	0.251070015115464	NA	1	0.112808496827341	0.11963689855104	1	0.194234345084188	NA	1	NA	NA	0
PRR12	29217	19	discordant	0	7	1	0	0	4	0	0	2	0	0	3	4.74E-11	0.994911731807952	0.411560793	9.2931782949026	1.34077371428533	1.57E-10	1	0.83981516018484	1.57E-10	9.2931782949026	1.0485128460481	1.47E-12	1	0.84045615954384	1.47E-12	NA	NA	1
PRR13	24528	12	none	0	0	0	0	0	1	0	0	0	0	0	0	0.030789112608601	0.027091099883345	0.167263403	0.125340478248001	0.075207304889892	0.267207165829827	0.238697284425512	NA	0.267207165829827	0.125340478248001	0.058813671877317	0.215824840210144	0.192064056828675	NA	0.215824840210144	NA	NA	0
PRR14	28458	16	none	0	0	0	0	0	3	0	0	0	0	0	0	0.171242432766801	0.799357933376726	0.021890173	0.423437394414876	0.372971437167373	0.354229870629285	0.19516974169854	0.117873882126118	0.10978243108764	0.09808399670007	0.291671397576185	1	1	NA	1	NA	NA	0
PRR14L	28738	22	none	0	0	0	0	0	5	0	0	0	0	0	1	0.387865735858519	0.998575299107686	0.373296923	1.013958004715	1.27315385684764	1	0.278624483325786	0.064544935455065	0.090247811631236	0.728381709909899	0.995632715407128	1	0.331379762592444	0.004293995706004	0.01075037605131	NA	NA	0
PRR15	22310	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.024045442193313	0.058026358966688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR15L	28149	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.019102277917995	0.03287675226154	0.142402571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR16	29654	5	none	0	0	0	0	0	1	0	0	0	0	0	0	0.069427346276522	0.25799592403932	0.082528288	0.2528509	0.147074821411034	0.230380193300472	0.168185644133711	NA	0.230380193300472	0.2528509	0.115015559998429	0.17735272922022	0.127678384172781	NA	0.17735272922022	NA	NA	0
PRR18	28574	6	none	0	0	0	0	0	1	0	0	0	0	0	0	0.051090715055052	0.121015969222664	NA	0.09808399670007	0.178688869955209	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR19	33728	19	none	0	0	0	0	0	0	0	0	0	0	0	1	0.073415765386228	0.291626349869571	0.023807906	0.001	0.153203059436238	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR20A	24754	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.054920038246293	0.146381406353296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR20B	37220	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.054919954046182	0.146380826124636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR20C	37221	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.054919912162099	0.146380537498932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR20D	37222	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.054919901669298	0.146380465192458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR20E	37223	13	none	0	0	0	0	0	0	0	0	0	0	0	0	0.054919378422003	0.146376859484865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR21	33866	2	none	0	0	0	0	0	1	0	0	0	0	0	0	0.058653935064941	0.173005256802538	NA	0.09808399670007	0.11951886898423	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR22	28354	19	none	0	1	0	0	0	0	0	0	0	0	0	1	0.003452003826993	0.365306909970172	NA	0.648014278390574	0.146428156039663	0.029277357013953	1	NA	0.029277357013953	0.648014278390574	0.114509854269153	0.019771608449377	1	NA	0.019771608449377	NA	NA	0
PRR23A	37172	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.064329451367909	0.216492600213488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR23B	33764	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.05724450730321	0.162751610301381	0.017886053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR23C	37173	3	none	0	0	0	0	0	0	0	0	0	0	0	0	0.074327810690484	0.299422534092334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR25	37230	16	none	0	1	0	0	0	1	0	0	0	0	0	1	0.00462735573841	0.284892382732685	NA	0.746098275090644	0.175820645971921	0.031142317010105	1	NA	0.031142317010105	0.746098275090644	0.137495390861165	0.019017939664746	0.622336837252479	NA	0.019017939664746	NA	NA	0
PRR26	30724	10	none	0	0	0	0	0	0	0	0	0	0	0	0	0.049340348163896	0.110140820122716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR27	33193	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.044751621311973	0.083959048827125	0.004319577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR29	25673	17	none	0	0	0	0	0	0	0	0	0	0	0	1	0.058123730898214	0.169120154140628	NA	0.001	0.110099785201457	1	1	NA	1	0.001	0.086100314990437	1	1	NA	1	NA	NA	0
PRR3	21149	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.065720397811598	0.227618225239402	0.013608237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR30	28677	2	none	0	0	0	0	0	1	0	0	0	0	0	1	0.082397242574379	0.369367944565576	0.000879373	0.09908399670007	0.149601802362754	1	1	NA	1	0.001	0.116991711500631	1	1	NA	1	NA	NA	0
PRR31	NA	NA	none	0	0	0	0	0	2	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0.066451933548066	1	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR32	34498	X	none	0	0	0	0	0	0	0	0	0	0	0	1	0.048240595179666	0.10355255364065	NA	0.001	0.049866407605807	1	1	NA	1	0.001	0.037981233934457	1	1	NA	1	NA	NA	0
PRR33	35118	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.086042041049959	0.401128672026326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR34	25606	22	none	0	0	0	0	0	1	0	0	0	0	0	0	0.048920483344613	0.107602891579732	NA	0.09808399670007	0.081639502057858	0.382713825504239	0.329484123399078	NA	0.382713825504239	0.09808399670007	0.063843783436836	0.314265454532875	0.268444518483243	NA	0.314265454532875	NA	NA	0
PRR35	14139	16	none	0	0	0	0	0	2	0	0	0	0	0	1	0.108254163115146	0.389902267781812	NA	0.220081096626464	0.243957965985836	1	0.355535437928792	0.547654452345548	0.5133039959489	0.09908399670007	0.190780187966516	1	1	NA	1	NA	NA	0
PRR4	18020	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.057109940820359	0.161785212027614	0.002117034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR5	31682	22	none	0	0	0	0	0	2	0	0	0	0	0	1	0.096524101932845	0.2990718774066	0.205941759	0.290224801379491	0.511404195883941	1	1	0.384289615710384	0.751808372629891	0.289224801379491	0.399928685350931	1	1	0.384108615891384	0.751635229227621	NA	NA	0
PRR5-ARHGAP8	NA	NA	none	0	0	0	0	0	0	0	0	0	0	0	0	0.161717037627322	0.753839839778397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR5L	25878	11	none	0	0	0	0	0	2	0	0	0	0	0	0	0.092824457018182	0.459625393452913	0.021497115	0.5770273	0.219506269891438	0.108449929583353	0.047858232129945	0.118659881340119	0.035044231536978	0.2711802	0.171658454605037	0.29080290552785	0.234232376345173	NA	0.29080290552785	NA	NA	0
PRR7	28130	5	none	0	0	0	0	0	0	0	0	0	0	0	1	0.058642828454247	0.172923534548876	NA	0.001	0.288494202735047	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
PRR9	32057	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.029557573639367	0.023766011983495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRRC1	28164	5	none	0	0	0	0	0	0	0	0	0	0	0	0	0.104459455397481	0.360253323121377	0.004271904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRRC2A	13918	6	none	0	0	0	0	0	5	0	0	0	0	0	2	0.50984266098371	0.999984020651604	0.083225854	0.492419983500348	1.09495053961129	1	1	0.729331270668729	0.959528081032838	0.491419983500348	0.856274026211565	1	0.367695922927576	0.728603271396729	0.620768072805501	NA	NA	0
PRRC2B	28121	9	none	0	1	0	0	0	5	0	0	1	0	0	1	0.030503214522362	0.999949814215185	0.10055066	2.21223122922903	1.44590391713217	0.136409440828242	0.370373512230524	0.47006252993747	0.136409440828242	2.21223122922903	1.13072684459096	0.054087988008886	0.204906607504713	0.46965853034147	0.054087988008886	NA	NA	0
PRRC2C	24903	1	none	0	0	0	0	0	3	0	0	0	0	0	1	0.573348504466668	0.999999631381913	0.053367206	0.295251990100209	1.23888216667805	1	1	0.544881455118545	0.875726402934738	0.295251990100209	0.968831543057396	1	1	0.543782456217544	0.875057996006324	NA	NA	0
PRRG1	9469	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.037443123507496	0.049778437328063	0.052957646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRRG2	9470	19	none	0	0	0	0	0	4	0	0	0	0	0	0	0.068871068147236	0.253376624999978	NA	0.392335986800278	0.109174151064528	0.086446456091119	0.023447240257727	0.857505142494858	0.086446456091119	0.392335986800278	0.085376449901966	0.063946079592559	0.014663703361566	0.857800142199858	0.063946079592559	NA	NA	0
PRRG3	30798	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.052786948528047	0.131993909765166	0.00811966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRRG4	30799	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.051359518812721	0.122727347751697	0.018787661	0.171229351939469	0.070571584307572	0.145341273309278	0.100208543452254	NA	0.145341273309278	0.171229351939469	0.05518844225843	0.110954452720897	0.074447368816427	NA	0.110954452720897	NA	NA	0
PRRT1	13943	6	none	0	0	0	0	0	0	0	0	0	0	0	0	0.062578882705184	0.202734086520867	0.048926651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRRT2	30500	16	consensus	0	0	0	0	0	0	0	0	0	0	0	0	0.085123682930969	0.393135338220635	0.04622445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRRT3	26591	3	none	0	0	0	0	0	2	0	0	0	0	0	0	0.204768920708228	0.825639701508014	0.061200592	0.467654472345532	0.5545466198512	1	0.37850370302006	0.381743618256382	0.424015060212722	0.189226472345532	0.433666955468668	1	1	NA	1	NA	NA	0
PRRT4	37280	7	none	0	0	0	0	0	2	0	0	0	0	0	1	0.175460723362721	0.817417012525788	NA	0.197167993400139	0.435062456260165	1	1	0.987209012790987	0.999917844287649	0.197167993400139	0.340227861988758	1	1	0.986964013035987	0.999914659880411	NA	NA	0
PRRX1	9142	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.068840889318287	0.253126588322865	0.10029589	0.2988524	0.190785858500025	0.272716242609363	0.202342440529048	NA	0.272716242609363	0.2988524	0.149198497367783	0.211422064902844	0.153067867983325	NA	0.211422064902844	NA	NA	0
PRRX2	21338	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.052135429796873	0.127727459543716	0.022289047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
PRSS1	9475	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.073251987328085	0.29022999066257	0.003840229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
