transcript	gene	chr	amino_acids	genomic_start	genomic_end	obs_mis	exp_mis	obs_exp	chisq_diff_null	region_name
ENST00000360416.3	MYH10	17	1317-2008	8402590	8379122	235	304,2154905	0,772478744	15,74799534	MYH10_2
ENST00000358273.4	NF1	17	1-1767	29422328	29654549	308	523,0186001	0,58888919	103,8545775	NF1_1
ENST00000358273.4	NF1	17	1768-2307	29654550	29665823	59	165,7786449	0,355896262	91,64960299	NF1_2
ENST00000358273.4	NF1	17	2308-2840	29667523	29701173	113	162,162978	0,696829828	16,69158118	NF1_3
ENST00000395811.5	MPRIP	17	1-145	16946163	17034946	26	67,32187202	0,386204353	25,36318518	MPRIP_1
ENST00000395811.5	MPRIP	17	146-1039	17034947	17088208	320	385,7801329	0,829488024	11,21630045	MPRIP_2
ENST00000341671.7	LRRC37B	17	1-467	30348166	30349566	174	145,6554833	1,194599723	5,515835103	LRRC37B_1
ENST00000341671.7	LRRC37B	17	468-662	30349567	30361938	7	51,27547116	0,136517517	38,23109378	LRRC37B_2
ENST00000341671.7	LRRC37B	17	663-948	30361939	30380347	49	93,09309178	0,526354846	20,88447924	LRRC37B_3
ENST00000381638.2	ZZEF1	17	1-410	4046189	4012994	104	152,6681193	0,681216225	15,51460678	ZZEF1_1
ENST00000381638.2	ZZEF1	17	411-2962	4012993	3910184	890	877,7910925	1,013908671	0,169809677	ZZEF1_2
ENST00000318227.3	ALOXE3	17	1-524	8022096	8013539	159	174,7472989	0,909885309	1,46372026	ALOXE3_1
ENST00000318227.3	ALOXE3	17	525-599	8013538	8012653	10	29,51792834	0,338777162	17,38760216	ALOXE3_2
ENST00000318227.3	ALOXE3	17	600-844	8012652	7999945	104	93,21367432	1,11571613	0	ALOXE3_3
ENST00000250113.7	FXR2	17	1-392	7517850	7496875	48	113,8553259	0,421587656	38,09153337	FXR2_1
ENST00000250113.7	FXR2	17	393-674	7496874	7495148	116	130,5186342	0,888761982	1,615024088	FXR2_2
ENST00000528896.2	KIAA0100	17	1-1550	26972074	26951353	501	526,7806201	0,951060044	1,261702401	KIAA0100_1
ENST00000528896.2	KIAA0100	17	1551-2236	26951352	26942082	123	229,6854978	0,535514872	49,55382707	KIAA0100_2
ENST00000394566.1	SLFN11	17	1-462	33690826	33680891	147	130,6170104	1,125427688	0	SLFN11_1
ENST00000394566.1	SLFN11	17	463-639	33680890	33680360	6	51,53343822	0,116429258	65,26121948	SLFN11_2
ENST00000394566.1	SLFN11	17	640-902	33680359	33679375	110	85,93387815	1,280053948	0	SLFN11_3
ENST00000572621.1	PRPF8	17	1-463	1587865	1582605	104	174,3986593	0,59633486	28,41748469	PRPF8_1
ENST00000572621.1	PRPF8	17	464-2269	1582604	1554448	144	721,5802756	0,199561996	462,317203	PRPF8_2
ENST00000572621.1	PRPF8	17	2270-2336	1554447	1554096	18	24,25373622	0,742153697	1,612502763	PRPF8_3
ENST00000250055.2	SOX15	17	1-179	7492994	7491861	31	73,85527417	0,419739827	24,86720881	SOX15_1
ENST00000250055.2	SOX15	17	180-234	7491860	7491696	21	14,77351461	1,421462702	2,624231356	SOX15_2
ENST00000355468.3	LEPREL4	17	1-111	39968167	39967835	19	53,93564243	0,352271692	22,62880457	LEPREL4_1
ENST00000355468.3	LEPREL4	17	112-438	39967834	39959209	132	146,8914462	0,898622782	1,509653383	LEPREL4_2
ENST00000352035.2	ACLY	17	1-816	40070126	40034395	246	317,9016721	0,773824178	16,26241982	ACLY_1
ENST00000352035.2	ACLY	17	817-1102	40034394	40024063	39	105,1765563	0,370805067	41,63795389	ACLY_2
ENST00000398238.4	NSF	17	1-498	44668142	44788352	0	37,07684916	0	37,07684916	NSF_1
ENST00000398238.4	NSF	17	499-745	44788353	44833189	56	83,07856527	0,67406075	8,825967258	NSF_2
ENST00000447079.4	CDK12	17	1-718	37618325	37649049	212	255,5826762	0,82947719	7,894452956	CDK12_1
ENST00000447079.4	CDK12	17	719-1055	37649050	37680996	37	112,5532557	0,328733272	68,78087647	CDK12_2
ENST00000447079.4	CDK12	17	1056-1491	37680997	37687569	125	127,486375	0,980496935	0,048810291	CDK12_3
ENST00000293362.3	PSME3	17	1-159	40985649	40990780	39	47,29850621	0,824550353	1,455969984	PSME3_1
ENST00000293362.3	PSME3	17	160-268	40990781	40993595	10	39,12449241	0,25559437	21,68043611	PSME3_2
ENST00000293328.3	STAT5B	17	1-205	40384145	40371796	39	69,30913661	0,562696376	15,76709598	STAT5B_1
ENST00000293328.3	STAT5B	17	206-330	40371795	40370348	1	36,00874859	0,027771029	62,84997332	STAT5B_2
ENST00000293328.3	STAT5B	17	331-788	40370347	40353756	63	173,0793564	0,363994882	92,82116358	STAT5B_3
ENST00000591247.1	LSM12	17	1-35	42143955	42143851	1	9,154739209	0,109233041	11,88093503	LSM12_1
ENST00000591247.1	LSM12	17	36-121	42143850	42117520	21	21,82237584	0,962315018	0,031388025	LSM12_2
ENST00000591247.1	LSM12	17	122-196	42117519	42113576	4	27,78916881	0,143940973	32,07152185	LSM12_3
ENST00000344290.5	MAPT	17	1-513	44039704	44071321	193	190,1122717	1,015189594	0,04386342	MAPT_1
ENST00000344290.5	MAPT	17	514-777	44071322	44101537	49	105,1271853	0,466102082	29,96618737	MAPT_2
ENST00000225893.4	HNF1B	17	1-70	36104875	36104666	28	30,68036707	0,912635756	0,241302019	HNF1B_1
ENST00000225893.4	HNF1B	17	71-189	36104665	36093792	16	56,92584041	0,281067436	41,23853992	HNF1B_2
ENST00000225893.4	HNF1B	17	190-558	36093791	36047375	91	114,9639166	0,791552712	5,383730886	HNF1B_3
ENST00000484302.2	HOXB6	17	1-148	46675512	46674006	52	62,82313892	0,827720501	1,864604954	HOXB6_1
ENST00000484302.2	HOXB6	17	149-225	46674005	46673775	12	47,69704895	0,251587892	26,71610366	HOXB6_2
ENST00000305921.3	PPM1D	17	1-369	58677776	58734049	53	157,8435285	0,335775565	69,63963347	PPM1D_1
ENST00000305921.3	PPM1D	17	370-606	58734050	58740913	76	66,88291697	1,136314076	1,24278675	PPM1D_2
ENST00000359106.5	CACNA1G	17	1-403	48638821	48652972	48	152,0135783	0,315761267	71,17011906	CACNA1G_1
ENST00000359106.5	CACNA1G	17	404-741	48652973	48655847	132	116,5151477	1,132899907	2,057935442	CACNA1G_2
ENST00000359106.5	CACNA1G	17	742-968	48655848	48669447	25	89,26667303	0,280059726	46,26816618	CACNA1G_3
ENST00000359106.5	CACNA1G	17	969-1264	48669448	48678412	126	118,2287179	1,065730917	0,510813496	CACNA1G_4
ENST00000359106.5	CACNA1G	17	1265-1809	48678413	48695704	84	231,9197225	0,362194293	94,34404316	CACNA1G_5
ENST00000359106.5	CACNA1G	17	1810-1850	48696016	48696138	2	19,90387472	0,100482948	16,10484062	CACNA1G_6
ENST00000359106.5	CACNA1G	17	1851-2378	48696139	48704112	181	175,9635779	1,028621958	0,14415226	CACNA1G_7
ENST00000251312.5	DHRS11	17	1-28	34948440	34948523	0	8,721167734	0	8,721167734	DHRS11_1
ENST00000251312.5	DHRS11	17	29-261	34948524	34956632	87	86,37540392	1,00723118	0,004516567	DHRS11_2
ENST00000251643.4	KRT12	17	1-326	39023438	39019854	123	121,9742915	1,008409219	0	KRT12_1
ENST00000251643.4	KRT12	17	327-470	39019853	39017988	31	65,0763345	0,476363646	22,1750963	KRT12_2
ENST00000251643.4	KRT12	17	471-495	39017987	39017913	12	6,089129419	1,97072507	0	KRT12_3
ENST00000300896.4	USP32	17	1-523	58469300	58300811	140	160,6582352	0,871415025	2,65633867	USP32_1
ENST00000300896.4	USP32	17	524-837	58300810	58286818	22	89,21047476	0,246607812	50,63584663	USP32_2
ENST00000300896.4	USP32	17	838-1012	58286817	58284383	0	45,58497731	0	45,58497731	USP32_3
ENST00000300896.4	USP32	17	1013-1605	58284382	58256616	130	193,1302774	0,673120765	20,63597681	USP32_4
ENST00000225577.4	RPS6KB1	17	1-67	57970546	57990054	19	21,34083422	0,890311963	0,266700844	RPS6KB1_1
ENST00000225577.4	RPS6KB1	17	68-298	57990055	58012577	12	68,98910725	0,173940503	72,00120707	RPS6KB1_2
ENST00000225577.4	RPS6KB1	17	299-526	58012578	58024149	29	72,68595269	0,398976679	34,07847123	RPS6KB1_3
ENST00000269571.5	ERBB2	17	1-648	37856492	37876085	194	235,8235563	0,822648946	7,417451795	ERBB2_1
ENST00000269571.5	ERBB2	17	649-960	37876086	37882822	42	131,5260813	0,3193283	60,93786993	ERBB2_2
ENST00000269571.5	ERBB2	17	961-1256	37882823	37884297	92	111,8848571	0,82227392	3,5340577	ERBB2_3
ENST00000353139.5	ACACA	17	1-126	35766389	35641832	39	33,21431014	1,174192685	1,007824853	ACACA_1
ENST00000353139.5	ACACA	17	127-2384	35641831	35444251	336	780,6888721	0,430389124	253,2996179	ACACA_2
ENST00000345506.4	STAT5A	17	1-209	40441430	40451845	50	68,95798952	0,725079144	5,768532419	STAT5A_1
ENST00000345506.4	STAT5A	17	210-330	40451846	40453293	0	36,1633931	0	72,32678619	STAT5A_2
ENST00000345506.4	STAT5A	17	331-795	40453294	40462687	96	185,1204298	0,518581337	52,16244797	STAT5A_3
ENST00000251241.4	DHX40	17	1-354	57643033	57654715	49	101,0854375	0,484738467	33,20458887	DHX40_1
ENST00000251241.4	DHX40	17	355-613	57654716	57679915	2	47,12905266	0,042436669	77,61913547	DHX40_2
ENST00000251241.4	DHX40	17	614-780	57679916	57684533	36	60,88398088	0,591288537	11,93547811	DHX40_3
ENST00000246672.3	NR1D1	17	1-220	38256347	38252285	56	95,71157623	0,58509119	19,39254528	NR1D1_1
ENST00000246672.3	NR1D1	17	221-424	38252284	38251350	92	75,71908502	1,215017323	0	NR1D1_2
ENST00000246672.3	NR1D1	17	425-615	38251349	38249336	41	90,47958102	0,453140914	34,05188701	NR1D1_3
ENST00000262013.7	SPAG9	17	1-108	49198017	49157045	14	49,7910847	0,281174835	25,72753238	SPAG9_1
ENST00000262013.7	SPAG9	17	109-1322	49157044	49043633	291	369,5619476	0,787418732	16,70079846	SPAG9_2
ENST00000591680.1	GPATCH8	17	1-208	42580738	42478821	24	75,28081449	0,318806328	34,93216635	GPATCH8_1
ENST00000591680.1	GPATCH8	17	209-1503	42478820	42474936	435	424,0134865	1,025910764	0,284668962	GPATCH8_2
ENST00000311506.5	METTL2A	17	1-19	60501264	60501320	13	6,613853527	1,965571198	6,166279099	METTL2A_1
ENST00000311506.5	METTL2A	17	20-223	60501321	60512653	13	59,90242788	0,217019584	36,72368247	METTL2A_2
ENST00000311506.5	METTL2A	17	224-379	60517978	60526090	54	56,55702223	0,954788599	0,115606558	METTL2A_3
ENST00000264645.7	CASC3	17	1-270	38296802	38319758	63	113,378334	0,555661719	22,38502229	CASC3_1
ENST00000264645.7	CASC3	17	271-704	38319759	38325874	150	153,2003118	0,979110279	0,06685362	CASC3_2
ENST00000264661.3	KCNH4	17	1-604	40332963	40318343	163	307,393172	0,530265519	67,82645166	KCNH4_1
ENST00000264661.3	KCNH4	17	605-1018	40318342	40312058	118	132,7831759	0,8886668	1,645858283	KCNH4_2
ENST00000423485.1	TOP2A	17	1-816	38574043	38557318	96	187,5728803	0,511801065	44,7057826	TOP2A_1
ENST00000423485.1	TOP2A	17	817-1532	38557317	38545771	191	184,5452048	1,03497677	0,225767888	TOP2A_2
ENST00000264659.7	SRCIN1	17	1-490	36761958	36717929	36	180,5380598	0,199403938	115,7166015	SRCIN1_1
ENST00000264659.7	SRCIN1	17	491-1184	36717928	36689532	226	275,2434816	0,821091198	8,810092302	SRCIN1_2
ENST00000454077.2	ATXN7L3	17	1-286	42275438	42271943	50	114,8524774	0,435341066	36,61953076	ATXN7L3_1
ENST00000454077.2	ATXN7L3	17	287-355	42271942	42271631	30	24,26872126	1,236159074	1,353493479	ATXN7L3_2
ENST00000308423.2	AOC3	17	1-670	41003361	41007584	208	260,0798592	0,799754355	10,42876502	AOC3_1
ENST00000308423.2	AOC3	17	671-764	41007585	41008567	8	32,4856464	0,246262608	18,45574726	AOC3_2
ENST00000304718.4	GGNBP2	17	1-494	34901574	34942385	86	163,8643777	0,524824255	44,84176165	GGNBP2_1
ENST00000304718.4	GGNBP2	17	495-617	34942386	34943636	46	37,41924513	1,229313949	0	GGNBP2_2
ENST00000304718.4	GGNBP2	17	618-698	34943637	34945841	11	24,96454386	0,440624914	9,898739126	GGNBP2_3
ENST00000394128.2	MED24	17	1-398	38209851	38186073	110	146,2538766	0,752116816	9,837755328	MED24_1
ENST00000394128.2	MED24	17	399-500	38186072	38183666	4	41,45834425	0,096482387	56,20953004	MED24_2
ENST00000394128.2	MED24	17	501-990	38183665	38175782	142	172,3981337	0,82367481	5,706096464	MED24_3
ENST00000312513.5	MRPL45	17	1-19	36453150	36453206	15	5,900221945	2,542277247	0	MRPL45_1
ENST00000312513.5	MRPL45	17	20-87	36453207	36455333	0	26,12898291	0	52,25796583	MRPL45_2
ENST00000312513.5	MRPL45	17	88-307	36455334	36478478	66	83,33357795	0,791997675	3,885175323	MRPL45_3
ENST00000323777.3	HSF5	17	1-187	56565635	56557618	23	94,41755096	0,243598778	54,02032284	HSF5_1
ENST00000323777.3	HSF5	17	188-597	56557617	56499721	114	118,6480964	0,960824518	0,18209142	HSF5_2
ENST00000251412.7	TUBG2	17	1-105	40811522	40812319	3	43,48251932	0,068993243	37,68949905	TUBG2_1
ENST00000251412.7	TUBG2	17	106-452	40812320	40818818	75	147,7597258	0,507580801	35,82828589	TUBG2_2
ENST00000393892.3	CNP	17	1-162	40118903	40120568	21	76,07891112	0,276029187	39,87552405	CNP_1
ENST00000393892.3	CNP	17	163-422	40120569	40125942	92	106,9875204	0,859913377	2,099551122	CNP_2
ENST00000325718.7	MLLT6	17	1-191	36861886	36868120	23	84,81026014	0,271193603	45,04771301	MLLT6_1
ENST00000325718.7	MLLT6	17	192-1094	36868121	36881851	231	272,4117333	0,847981095	6,295366348	MLLT6_2
ENST00000436615.3	RAPGEFL1	17	1-242	38340485	38347576	73	92,81956601	0,786472111	4,570221531	RAPGEFL1_1
ENST00000436615.3	RAPGEFL1	17	243-288	38347577	38347714	2	24,60170202	0,081295188	35,16473025	RAPGEFL1_2
ENST00000436615.3	RAPGEFL1	17	289-457	38347715	38350040	52	64,70965638	0,803589494	2,677973849	RAPGEFL1_3
ENST00000393931.3	JUP	17	1-350	39928106	39921179	158	143,0873643	1,104220494	1,554202256	JUP_1
ENST00000393931.3	JUP	17	351-746	39921178	39911996	122	170,5270946	0,715428831	13,80941202	JUP_2
ENST00000246914.5	WNK4	17	1-524	40932717	40939391	170	277,2611593	0,613140335	41,4950162	WNK4_1
ENST00000246914.5	WNK4	17	525-1244	40939392	40948706	253	254,3020061	0,994880079	0,006666168	WNK4_2
ENST00000316881.4	TRIM25	17	1-169	54991349	54990843	27	75,71655559	0,356593083	31,34456884	TRIM25_1
ENST00000316881.4	TRIM25	17	170-631	54990842	54969061	150	161,5442102	0,928538385	0,82496791	TRIM25_2
ENST00000322157.4	NPEPPS	17	1-462	45608667	45669871	6	112,9629911	0,053114741	101,2816796	NPEPPS_1
ENST00000322157.4	NPEPPS	17	463-920	45669872	45699286	84	128,5604517	0,653389117	15,44513753	NPEPPS_2
ENST00000323456.5	MTMR4	17	1-308	56593943	56584171	71	115,7105634	0,613599985	17,27616234	MTMR4_1
ENST00000323456.5	MTMR4	17	309-495	56584170	56581664	19	71,10529096	0,26720937	38,18226899	MTMR4_2
ENST00000323456.5	MTMR4	17	496-1196	56581581	56569024	196	225,0095589	0,871074105	3,74008335	MTMR4_3
ENST00000250156.7	MRM1	17	1-185	34958240	34958994	54	112,0680278	0,481850185	30,08793785	MRM1_1
ENST00000250156.7	MRM1	17	186-354	34958995	34964851	64	59,02787819	1,08423345	0,418818973	MRM1_2
ENST00000503131.1	SAMD14	17	1-214	48202323	48193214	54	101,5432998	0,531792842	22,26011328	SAMD14_1
ENST00000503131.1	SAMD14	17	215-446	48193213	48190257	90	88,96565473	1,011626344	0,012025653	SAMD14_2
ENST00000251646.3	KRT33B	17	1-249	39526002	39521647	115	102,243415	1,124766813	0	KRT33B_1
ENST00000251646.3	KRT33B	17	250-298	39521646	39521234	1	19,10594709	0,052339724	30,31189488	KRT33B_2
ENST00000251646.3	KRT33B	17	299-405	39521233	39520088	43	51,7308878	0,831224861	1,56425159	KRT33B_3
ENST00000505658.1	LUC7L3	17	1-226	48797094	48822159	24	82,14424758	0,292168967	41,1563028	LUC7L3_1
ENST00000505658.1	LUC7L3	17	227-433	48822160	48828022	64	72,40805925	0,883879511	0,976347953	LUC7L3_2
ENST00000300900.4	CA4	17	1-24	58227396	58232688	2	11,84205673	0,168889581	8,179835892	CA4_1
ENST00000300900.4	CA4	17	25-313	58232689	58236785	121	99,69082649	1,213752602	4,554891275	CA4_2
ENST00000177694.1	TBX21	17	1-176	45810821	45820012	8	76,40172672	0,104709675	61,23940412	TBX21_1
ENST00000177694.1	TBX21	17	177-329	45820013	45821907	27	59,24138818	0,455762446	17,54697423	TBX21_2
ENST00000177694.1	TBX21	17	330-536	45821908	45822732	91	77,4811782	1,174478785	2,358747597	TBX21_3
ENST00000348513.6	SMARCE1	17	1-124	38802054	38792352	5	42,33181708	0,118114467	32,92238942	SMARCE1_1
ENST00000348513.6	SMARCE1	17	125-412	38792351	38785037	70	106,6347042	0,656446703	12,58597344	SMARCE1_2
ENST00000262415.3	DHX8	17	1-470	41561406	41577335	135	189,5391365	0,712253957	15,69342072	DHX8_1
ENST00000262415.3	DHX8	17	471-1221	41577336	41601215	71	256,7805232	0,276500722	134,4120744	DHX8_2
ENST00000264638.4	CNTNAP1	17	1-453	40834848	40840532	109	258,2113734	0,422134775	86,22406385	CNTNAP1_1
ENST00000264638.4	CNTNAP1	17	454-1385	40840533	40850928	295	377,9314746	0,780564784	18,198086	CNTNAP1_2
ENST00000428826.2	EZH1	17	1-103	40880959	40876380	31	33,44470284	0,926903138	0,178700107	EZH1_1
ENST00000428826.2	EZH1	17	104-748	40876379	40854550	69	213,7136015	0,322861996	97,9910792	EZH1_2
ENST00000262419.6	KANSL1	17	1-438	44249509	44172043	186	138,2065996	1,345811275	16,52749675	KANSL1_1
ENST00000262419.6	KANSL1	17	439-1106	44172042	44108842	185	252,8325992	0,731709442	18,19884589	KANSL1_2
ENST00000397786.2	MED13	17	1-1854	60142566	60033761	519	530,9373923	0,977516384	0,268395739	MED13_1
ENST00000397786.2	MED13	17	1855-2175	60033760	60023829	47	95,44760412	0,49241676	24,59119186	MED13_2
ENST00000262294.7	TRIM37	17	1-232	57183822	57148297	50	87,60911273	0,570716886	16,14495703	TRIM37_1
ENST00000262294.7	TRIM37	17	233-965	57148296	57076738	209	222,7170883	0,938410257	0,844831949	TRIM37_2
ENST00000308249.2	PPM1E	17	1-494	56833359	57057606	71	177,0635909	0,400985881	63,53358845	PPM1E_1
ENST00000308249.2	PPM1E	17	495-756	57057607	57058392	80	71,48819147	1,119065937	1,013466461	PPM1E_2
ENST00000225983.6	HDAC5	17	1-683	42194883	42163944	193	228,1587436	0,845902274	5,417882442	HDAC5_1
ENST00000225983.6	HDAC5	17	684-1124	42163943	42155744	86	169,5542611	0,50721226	41,17451549	HDAC5_2
ENST00000592782.1	NMT1	17	1-111	43138698	43163968	37	33,72613131	1,097072168	0,317801532	NMT1_1
ENST00000592782.1	NMT1	17	112-497	43163969	43183007	55	148,5957565	0,3701317	58,95300001	NMT1_2
ENST00000254457.5	LHX1	17	1-259	35295495	35299598	37	127,0767108	0,291162714	63,84973123	LHX1_1
ENST00000254457.5	LHX1	17	260-407	35299599	35300428	51	59,8918192	0,85153533	1,320121006	LHX1_2
ENST00000225428.5	CWC25	17	1-167	36981436	36966846	30	55,94267043	0,536263281	12,03056886	CWC25_1
ENST00000225428.5	CWC25	17	168-426	36966845	36958345	93	83,98918104	1,107285472	0,966729968	CWC25_2
ENST00000262407.5	ITGA2B	17	1-47	42466841	42466701	25	11,36856108	2,199046988	0	ITGA2B_1
ENST00000262407.5	ITGA2B	17	48-287	42466700	42461709	49	106,4287439	0,460401938	38,84325943	ITGA2B_2
ENST00000262407.5	ITGA2B	17	288-1040	42461708	42449732	228	261,8049862	0,870877225	4,566025202	ITGA2B_3
ENST00000302904.4	UBTF	17	1-654	42295597	42285130	60	253,0277333	0,237128157	147,2554227	UBTF_1
ENST00000302904.4	UBTF	17	655-765	42285129	42284610	38	41,69558554	0,911367463	0,327549124	UBTF_2
ENST00000322765.5	PLCD3	17	1-196	43209777	43197788	38	78,37489104	0,484849159	20,79915908	PLCD3_1
ENST00000322765.5	PLCD3	17	197-789	43197787	43189984	191	196,9619093	0,969730648	0,180463129	PLCD3_2
ENST00000591022.1	PLEKHH3	17	1-516	40828581	40822597	140	223,4912603	0,626422706	31,19043911	PLEKHH3_1
ENST00000591022.1	PLEKHH3	17	517-671	40822596	40821936	12	63,45354571	0,189114727	41,72292244	PLEKHH3_2
ENST00000591022.1	PLEKHH3	17	672-794	40821639	40820145	41	35,82841486	1,144343119	0,746482728	PLEKHH3_3
ENST00000251413.3	TUBG1	17	1-412	40761756	40766939	29	175,0816226	0,16563703	121,8850965	TUBG1_1
ENST00000251413.3	TUBG1	17	413-452	40766940	40767059	11	14,46893646	0,760249382	0,831679661	TUBG1_2
ENST00000426333.2	EFTUD2	17	1-596	42971889	42937345	136	206,32681	0,659148464	23,97100119	EFTUD2_1
ENST00000426333.2	EFTUD2	17	597-973	42937344	42928642	42	136,9457683	0,306690747	65,82677967	EFTUD2_2
ENST00000318008.6	LASP1	17	1-135	37026443	37070625	10	44,2517709	0,225979657	38,75733583	LASP1_1
ENST00000318008.6	LASP1	17	136-202	37070626	37071393	38	30,81138297	1,233310431	0	LASP1_2
ENST00000318008.6	LASP1	17	203-262	37071394	37075031	12	45,02346266	0,266527701	34,31227501	LASP1_3
ENST00000200557.6	ADAM11	17	1-400	42836568	42852097	107	148,9292664	0,718461875	13,10100858	ADAM11_1
ENST00000200557.6	ADAM11	17	401-461	42852098	42852824	2	25,98560506	0,076965689	37,7136279	ADAM11_2
ENST00000200557.6	ADAM11	17	462-770	42852825	42857122	91	142,9761473	0,636469801	21,72136261	ADAM11_3
ENST00000259021.4	KAT7	17	1-276	47866197	47888912	55	101,6959035	0,540828078	21,44144774	KAT7_1
ENST00000259021.4	KAT7	17	277-584	47888913	47904780	18	107,5720383	0,167329729	74,58397344	KAT7_2
ENST00000259021.4	KAT7	17	585-612	47904781	47904864	8	6,520986506	1,226808243	0,335452452	KAT7_3
ENST00000337231.5	CDR2L	17	1-169	72984139	72999278	47	44,00031863	1,068174083	0,204500527	CDR2L_1
ENST00000337231.5	CDR2L	17	170-466	72999279	73000169	42	93,5123506	0,449138533	28,376169	CDR2L_2
ENST00000427177.1	SEPT9	17	1-268	75277618	75478308	124	112,952479	1,097806804	1,080522717	SEPT9_1
ENST00000427177.1	SEPT9	17	269-587	75478309	75494740	83	128,8158367	0,644330714	16,29528596	SEPT9_2
ENST00000269385.4	CBX8	17	1-88	77770797	77769340	7	42,31363241	0,165431318	29,47165164	CBX8_1
ENST00000269385.4	CBX8	17	89-390	77769339	77768434	114	120,1576471	0,948753598	0,315557257	CBX8_2
ENST00000310942.4	CBX2	17	1-56	77752035	77753212	3	18,22395531	0,16461849	12,71781078	CBX2_1
ENST00000310942.4	CBX2	17	57-533	77753213	77758841	226	184,0088794	1,2282016	9,582440899	CBX2_2
ENST00000321617.3	CASKIN2	17	1-243	73509885	73502008	62	93,81337553	0,66088657	10,78834289	CASKIN2_1
ENST00000321617.3	CASKIN2	17	244-1203	73502007	73497161	398	383,5613834	1,037643562	0,543520959	CASKIN2_2
ENST00000428789.2	MGAT5B	17	1-398	74868832	74922682	143	173,0200631	0,826493745	5,539128463	MGAT5B_1
ENST00000428789.2	MGAT5B	17	399-586	74922683	74936630	43	91,04220938	0,472308397	31,57383022	MGAT5B_2
ENST00000428789.2	MGAT5B	17	587-802	74936814	74944920	73	79,84687477	0,914249934	0,604660619	MGAT5B_3
ENST00000578681.1	DDX42	17	1-703	61864410	61894323	106	231,5739558	0,457737139	68,09409252	DDX42_1
ENST00000578681.1	DDX42	17	704-939	61894324	61895758	95	102,4764117	0,927042608	0,545459502	DDX42_2
ENST00000200181.3	ITGB4	17	1-1216	73720784	73746934	472	540,5410603	0,87319916	9,083635237	ITGB4_1
ENST00000200181.3	ITGB4	17	1217-1446	73746935	73750676	60	107,8124735	0,556521876	25,29909108	ITGB4_2
ENST00000200181.3	ITGB4	17	1447-1823	73750677	73753636	177	177,0918625	0,999481272	4,77E-05	ITGB4_3
ENST00000582970.1	RNF213	17	1-3725	78237481	78333981	939	1125,123392	0,834575129	30,78943812	RNF213_1
ENST00000582970.1	RNF213	17	3726-5208	78333982	78367298	570	561,8153386	1,014568241	0,119236121	RNF213_2
ENST00000306801.3	RPTOR	17	1-617	78519430	78858816	105	272,4503572	0,38539131	102,9164448	RPTOR_1
ENST00000306801.3	RPTOR	17	618-1336	78858817	78938130	198	333,1359864	0,594351881	54,81765872	RPTOR_2
ENST00000358691.5	HELZ	17	1-1121	65214920	65124791	208	337,6930385	0,615943997	49,80938997	HELZ_1
ENST00000358691.5	HELZ	17	1122-1943	65124790	65074368	257	257,2424594	0,999057467	0,000228526	HELZ_2
ENST00000307745.7	RP11-1055B8.7	17	1-2456	79373540	79429057	868	781,2925484	1,110979494	9,622749085	RP11-1055B8.7_1
ENST00000307745.7	RP11-1055B8.7	17	2457-2609	79429058	79430843	44	81,88635449	0,537330063	17,52887725	RP11-1055B8.7_2
ENST00000293217.5	ACOX1	17	1-454	73975154	73945915	108	175,4790005	0,615458258	25,94849237	ACOX1_1
ENST00000293217.5	ACOX1	17	455-661	73945914	73942829	71	66,42122071	1,068935488	0,315640387	ACOX1_2
ENST00000335255.5	FOXK2	17	1-352	80477765	80540763	62	174,1590123	0,355996507	72,23079575	FOXK2_1
ENST00000335255.5	FOXK2	17	353-661	80540764	80559375	171	144,7009574	1,181747537	4,77978621	FOXK2_2
ENST00000310924.2	TBC1D16	17	1-307	77987346	77926476	159	129,2348238	1,230318542	0	TBC1D16_1
ENST00000310924.2	TBC1D16	17	308-632	77926475	77918719	96	147,310282	0,651685671	20,40752095	TBC1D16_2
ENST00000310924.2	TBC1D16	17	633-768	77918718	77914658	60	50,41828389	1,190044471	0	TBC1D16_3
ENST00000331134.6	NPLOC4	17	1-560	79603956	79526432	87	187,1999911	0,464743612	53,63268531	NPLOC4_1
ENST00000331134.6	NPLOC4	17	561-609	79526431	79526285	22	15,77474884	1,394633932	2,456695342	NPLOC4_2
ENST00000254816.2	TRIM47	17	1-190	73874629	73874060	4	29,45181254	0,135815071	21,99507282	TRIM47_1
ENST00000254816.2	TRIM47	17	191-639	73874059	73870564	186	186,7515017	0,995975927	0,003024097	TRIM47_2
ENST00000299886.4	COG1	17	1-105	71189209	71189523	33	57,13767073	0,57755242	10,19690058	COG1_1
ENST00000299886.4	COG1	17	106-981	71192646	71204590	318	294,038929	1,081489451	1,952574535	COG1_2
ENST00000374759.3	SLC38A10	17	1-34	79268721	79263606	6	17,82918303	0,336526917	10,58944037	SLC38A10_1
ENST00000374759.3	SLC38A10	17	35-222	79263605	79250894	69	88,11532783	0,783064669	4,484136294	SLC38A10_2
ENST00000374759.3	SLC38A10	17	223-1120	79250893	79219356	401	378,6385711	1,059057451	0	SLC38A10_3
ENST00000306378.6	BPTF	17	1-500	65821841	65862643	76	201,8278173	0,376558598	78,44627077	BPTF_1
ENST00000306378.6	BPTF	17	501-2732	65862644	65955926	535	638,3179649	0,838140283	16,72301653	BPTF_2
ENST00000306378.6	BPTF	17	2733-2921	65955927	65978404	22	62,49792696	0,352011676	26,24218383	BPTF_3
